name,type_of_food,district,rating,total_ratings,price_level,takeout,delivery,dine_in,wheelchair_accessible_entrance,free_street_parking,population_density
Restaurant Nante Kaulsdorf,American,Marzahn-Hellersdorf,4.7,1316,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.723
Ali's Diner U-Bahnhof Hellersdorf,American,Marzahn-Hellersdorf,4.5,204,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.723
Landhaus Marzahner Krug,American,Marzahn-Hellersdorf,4.0,2854,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.723
Gasthof Zum Oberfeld,American,Marzahn-Hellersdorf,4.5,1331,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.723
Tommys Burger,American,Marzahn-Hellersdorf,4.9,76,NO_PRICE_DATA,True,True,True,True,False,4.723
mömax Restaurant Berlin Marzahn,American,Marzahn-Hellersdorf,4.6,232,NO_PRICE_DATA,True,False,True,True,False,4.723
Fair Play Waldesruh,American,Marzahn-Hellersdorf,4.8,26,NO_PRICE_DATA,True,False,True,False,True,4.723
Restaurant Akropolis,American,Marzahn-Hellersdorf,4.8,1971,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.723
Burger City Oberfeldstraße,American,Marzahn-Hellersdorf,3.8,160,NO_PRICE_DATA,True,True,True,False,False,4.723
Marco Polo Tre,American,Marzahn-Hellersdorf,4.5,2171,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.723
Clouds Burgers,American,Lichtenberg,4.3,268,NO_PRICE_DATA,True,True,True,False,True,4.984
Restaurant Patagona,American,Lichtenberg,3.7,1117,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,4.984
Lichtendöner & Chicken Gemüse Kebap,American,Lichtenberg,4.7,124,NO_PRICE_DATA,True,True,True,False,False,4.984
Burger City Frankfurter Allee,American,Lichtenberg,4.3,438,NO_PRICE_DATA,True,True,True,True,True,4.984
Curry Burger Beer,American,Lichtenberg,4.4,218,NO_PRICE_DATA,True,True,True,True,False,4.984
Crispy's Chicken Berlin (Lichtenberg),American,Lichtenberg,4.5,440,NO_PRICE_DATA,True,True,True,True,False,4.984
burgerme Berlin Rummelsburg,American,Lichtenberg,3.9,269,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.984
Loco Chicken Lichtenberg,American,Lichtenberg,4.3,22,NO_PRICE_DATA,True,True,True,False,False,4.984
"Coffee Fellows - Kaffee, Bagels, Frühstück",American,Lichtenberg,4.5,2,NO_PRICE_DATA,True,True,True,False,False,4.984
La Picá,American,Lichtenberg,4.8,656,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.984
Mehas Food Berlin,American,Lichtenberg,4.2,394,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.984
Jelänger Jelieber,American,Lichtenberg,4.5,376,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.984
Max Burger - Berlin Hohenschönhausen,American,Lichtenberg,2.1,11,NO_PRICE_DATA,True,True,True,False,False,4.984
Restaurant Greek Olympia Berlin,American,Lichtenberg,4.5,4353,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.984
Marco Polo Uno,American,Lichtenberg,4.6,2174,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.984
Gundelfinger,American,Lichtenberg,4.4,610,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.984
SUN POKE BOWL,American,Lichtenberg,4.3,137,NO_PRICE_DATA,True,True,True,True,True,4.984
Rossini Quattro,American,Lichtenberg,4.5,1380,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.984
Restaurant Aphrodite Berlin,American,Lichtenberg,3.0,267,NO_PRICE_DATA,True,True,True,False,False,4.984
Imbiss Stube,American,Reinickendorf,4.7,78,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,False,3.009
ASADO Steakhaus,American,Reinickendorf,4.6,1829,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Landhaus Schupke,American,Reinickendorf,4.6,868,PRICE_LEVEL_MODERATE,True,True,True,True,True,3.009
Burger Brothers Berlin,American,Reinickendorf,4.5,814,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.009
Burger City,American,Reinickendorf,4.1,168,NO_PRICE_DATA,True,True,True,False,True,3.009
El Dorando,American,Reinickendorf,3.9,681,PRICE_LEVEL_MODERATE,True,True,True,False,True,3.009
die FoodWerkstatt,American,Reinickendorf,4.7,316,PRICE_LEVEL_MODERATE,True,False,True,True,True,3.009
Greenhouse,American,Reinickendorf,4.3,1718,PRICE_LEVEL_EXPENSIVE,True,False,True,True,True,3.009
Örnek Lahmacun&Grillhaus,American,Reinickendorf,3.9,157,NO_PRICE_DATA,True,True,True,False,False,3.009
L.A. Burger,American,Reinickendorf,4.1,96,NO_PRICE_DATA,True,True,True,True,False,3.009
Street Burger - Homemade,American,Reinickendorf,1.7,9,NO_PRICE_DATA,True,True,True,False,False,3.009
Fritz Burger Berlin,American,Reinickendorf,4.4,74,NO_PRICE_DATA,True,True,True,False,True,3.009
Lange's Imbiss,American,Reinickendorf,4.4,980,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,3.009
Restaurant Pferdestall,American,Reinickendorf,4.5,1224,PRICE_LEVEL_MODERATE,True,False,True,False,True,3.009
Balkan Grill,American,Reinickendorf,4.5,519,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,3.009
Burger Vision,American,Reinickendorf,3.4,56,NO_PRICE_DATA,True,True,True,False,False,3.009
MV FoodCorner Berlin,American,Reinickendorf,4.2,146,NO_PRICE_DATA,True,True,True,True,False,3.009
Schnitzelei Mitte,German,Mitte,4.5,6913,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Nante-Eck | Restaurant Berlin Mitte,German,Mitte,4.6,5467,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Hackethal's,German,Mitte,4.7,1458,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Ständige Vertretung,German,Mitte,4.5,6701,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Gaffel Haus Berlin - Das Kölsche Konsulat in der Hauptstadt,German,Mitte,4.5,2222,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Schwarzwaldstuben,German,Mitte,4.3,1646,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Zur Gerichtslaube,German,Mitte,4.4,4669,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Hofbräu,German,Mitte,4.3,28315,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Zollpackhof,German,Mitte,4.3,10175,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Alt-Berliner Wirtshaus,German,Mitte,4.3,3979,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Bundesbüdchen Restaurant Berlin,German,Mitte,4.8,46,NO_PRICE_DATA,False,False,True,False,False,10.08
Restaurant Maximilians Berlin,German,Mitte,4.4,12111,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Georgbraeu,German,Mitte,4.2,8644,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Augustiner am Gendarmenmarkt,German,Mitte,4.0,10555,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Restauration 1840,German,Mitte,4.6,2660,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Katz Orange,German,Mitte,4.5,2759,PRICE_LEVEL_EXPENSIVE,True,True,True,True,False,10.08
PeterPaul,German,Mitte,4.7,1211,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,10.08
Berliner Republik,German,Mitte,4.3,5797,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Boulevard Friedrichstrasse,German,Mitte,4.4,1881,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Bavaria Berlin,German,Mitte,4.4,1999,NO_PRICE_DATA,True,False,True,True,True,10.08
Tiergarten-Quelle,German,Mitte,4.5,3604,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Restaurant Neumann's,German,Mitte,4.6,672,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Paulaner,German,Mitte,4.3,2269,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Zunftwirtschaft,German,Mitte,4.4,206,NO_PRICE_DATA,True,False,True,True,False,10.08
Restaurant Esszimmer,German,Mitte,4.6,697,PRICE_LEVEL_MODERATE,True,True,True,True,True,10.08
Sphere Tim Raue,German,Mitte,4.3,8139,PRICE_LEVEL_EXPENSIVE,False,False,True,False,False,10.08
Joseph-Roth-Diele,German,Mitte,4.4,1489,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
Gaststätte Sophieneck,German,Mitte,4.3,2158,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Zur letzten Instanz,German,Mitte,4.2,3272,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Ausspanne,German,Mitte,4.7,240,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Restaurant Julchen Hoppe,German,Mitte,4.3,3000,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Restaurant Nolle,German,Mitte,4.3,2930,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Spätzle Club,German,Mitte,4.6,882,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,10.08
Repke Spätzlerei,German,Mitte,4.4,1575,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
FAUSTUS SCHNITZELHAUS,German,Mitte,4.5,1640,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Elefant,German,Mitte,4.5,4003,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Schleusenkrug,German,Mitte,4.3,6668,PRICE_LEVEL_MODERATE,False,False,True,True,False,10.08
Gaststätte Deichgraf,German,Mitte,4.2,1323,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,10.08
Lichtburg,German,Mitte,4.4,1253,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Zum Schusterjungen,German,Mitte,4.5,2604,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Lebensmittel in Mitte,German,Mitte,4.1,1371,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Schlögl's - Altberliner Gaststätte,German,Mitte,4.5,1969,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
"Das Lemke - Biergarten, Brauerei, deutsche Küche",German,Mitte,4.2,4572,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Paulaner Wirtshaus Berlin Potsdamer Platz,German,Mitte,4.4,1969,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
POTS,German,Mitte,4.6,333,NO_PRICE_DATA,False,False,True,True,False,10.08
Lindenbräu am Potsdamer Platz,German,Mitte,4.1,4986,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,10.08
Gasthaus Mutter Hoppe,German,Mitte,4.4,4236,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
HeimWerk Hackescher Markt,German,Mitte,4.5,838,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Berlinchen / Berlin,German,Mitte,4.4,1126,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Albert's Restaurant,German,Mitte,4.2,1435,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Dicke Paula,German,Mitte,4.6,1896,PRICE_LEVEL_MODERATE,True,False,True,True,True,10.08
Cornelia Lähme Gaststätte,German,Mitte,4.2,14,NO_PRICE_DATA,True,False,True,False,False,10.08
"Restaurant ""Mittmann's""",German,Mitte,4.1,544,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,10.08
MARINEHAUS Restaurant,German,Mitte,4.5,976,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Stadtklause,German,Mitte,4.4,1969,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,10.08
Schäferstübchen,German,Mitte,4.5,589,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Gaststätte Latichte,German,Mitte,4.5,558,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Altberliner Restaurant,German,Mitte,4.5,680,PRICE_LEVEL_MODERATE,True,False,True,False,False,10.08
Max und Moritz,German,Mitte,4.4,2801,PRICE_LEVEL_MODERATE,True,False,True,False,True,10.08
Lichtblick,German,Mitte,4.4,1534,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
DER SCHMARRNKAISER,German,Mitte,4.8,224,NO_PRICE_DATA,True,True,True,False,False,10.08
Schäfer - Café Bar Restaurant,German,Mitte,4.4,478,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Curry-Keule,German,Mitte,4.9,642,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,10.08
Restaurant Walhalla,German,Mitte,4.4,1372,PRICE_LEVEL_MODERATE,True,False,True,True,False,10.08
Frabea,German,Mitte,4.4,290,PRICE_LEVEL_MODERATE,True,True,True,False,False,10.08
Wildes Fräulein,German,Mitte,4.2,1041,PRICE_LEVEL_MODERATE,True,True,True,True,False,10.08
Volkskammer,German,Friedrichshain-Kreuzberg,4.5,2884,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Jäger & Lustig,German,Friedrichshain-Kreuzberg,4.5,2907,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Alt Berliner Wirtshaus Henne,German,Friedrichshain-Kreuzberg,4.5,1683,PRICE_LEVEL_MODERATE,True,True,True,False,True,14.385
Restaurant Schneeweiß,German,Friedrichshain-Kreuzberg,4.7,998,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Scheers Schnitzel,German,Friedrichshain-Kreuzberg,4.6,3231,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,14.385
Restaurant Panther | Klassische und moderne deutsche Küche,German,Friedrichshain-Kreuzberg,4.6,653,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Alpenwirt,German,Friedrichshain-Kreuzberg,4.4,1191,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Obermaier,German,Friedrichshain-Kreuzberg,4.6,607,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Rutz Zollhaus,German,Friedrichshain-Kreuzberg,4.6,686,PRICE_LEVEL_EXPENSIVE,False,False,True,True,True,14.385
Kurhaus Korsakow,German,Friedrichshain-Kreuzberg,4.4,1631,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
rembrandt-schnitzel,German,Friedrichshain-Kreuzberg,4.7,169,NO_PRICE_DATA,True,True,True,False,True,14.385
A Mano,German,Friedrichshain-Kreuzberg,4.8,3970,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Umami,German,Friedrichshain-Kreuzberg,4.6,3357,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Fette Fritten,German,Friedrichshain-Kreuzberg,5.0,2,NO_PRICE_DATA,True,True,True,False,False,14.385
Restaurant Hasenheide,German,Friedrichshain-Kreuzberg,4.3,2227,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Peter Schlemihl,German,Friedrichshain-Kreuzberg,4.7,1152,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Restaurant Jolesch,German,Friedrichshain-Kreuzberg,4.3,1649,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Tire Bouchon,German,Friedrichshain-Kreuzberg,4.6,186,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,14.385
platz doch!,German,Friedrichshain-Kreuzberg,4.7,92,NO_PRICE_DATA,False,False,True,False,False,14.385
Wirtshaus zum Mitterhofer,German,Friedrichshain-Kreuzberg,4.2,791,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
3 Sisters,German,Friedrichshain-Kreuzberg,4.3,1781,PRICE_LEVEL_MODERATE,True,False,True,True,True,14.385
Felix Austria,German,Friedrichshain-Kreuzberg,4.7,1109,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Budike,German,Friedrichshain-Kreuzberg,4.4,964,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Gasthaus Valentin am Südstern,German,Friedrichshain-Kreuzberg,4.3,225,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,14.385
Wurscht & Knolle,German,Friedrichshain-Kreuzberg,4.9,613,NO_PRICE_DATA,True,True,True,False,False,14.385
Kali‘s Deutsche Küche,German,Friedrichshain-Kreuzberg,4.7,91,NO_PRICE_DATA,True,True,True,True,True,14.385
SCHMACKOFATZ deutsche Hausmannskost,German,Friedrichshain-Kreuzberg,4.8,162,NO_PRICE_DATA,True,True,True,False,False,14.385
Restaurant Umspannwerk Ost,German,Friedrichshain-Kreuzberg,4.4,1378,PRICE_LEVEL_MODERATE,True,False,True,True,True,14.385
Spreewirtschaft Restaurant,German,Friedrichshain-Kreuzberg,4.1,154,NO_PRICE_DATA,True,False,True,True,True,14.385
Restaurant Trattoria Portofino,German,Friedrichshain-Kreuzberg,4.7,3171,PRICE_LEVEL_MODERATE,True,False,True,False,True,14.385
Mutzenbacher,German,Friedrichshain-Kreuzberg,4.4,1550,PRICE_LEVEL_EXPENSIVE,True,True,True,False,False,14.385
Restaurant Split - Berlin Kreuzberg,German,Friedrichshain-Kreuzberg,4.5,1609,PRICE_LEVEL_MODERATE,True,True,True,True,True,14.385
Die Garbe,German,Friedrichshain-Kreuzberg,4.8,130,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,14.385
Restaurant Stock und Stein,German,Friedrichshain-Kreuzberg,4.4,406,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Hüftgold,German,Friedrichshain-Kreuzberg,4.6,1926,PRICE_LEVEL_MODERATE,True,True,True,True,False,14.385
Schlesisch Blau,German,Friedrichshain-Kreuzberg,4.5,436,PRICE_LEVEL_MODERATE,True,False,True,False,False,14.385
Freischwimmer,German,Friedrichshain-Kreuzberg,4.1,2866,PRICE_LEVEL_MODERATE,False,False,True,False,True,14.385
Kantine Kohlmann,German,Friedrichshain-Kreuzberg,4.9,52,NO_PRICE_DATA,True,False,True,False,False,14.385
Restaurant Tashkent / Anastasia,German,Friedrichshain-Kreuzberg,4.6,771,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
Frieda Schlamassel,German,Friedrichshain-Kreuzberg,4.9,210,NO_PRICE_DATA,True,False,True,False,False,14.385
Knödelwirtschaft,German,Friedrichshain-Kreuzberg,4.6,1204,PRICE_LEVEL_INEXPENSIVE,True,True,True,False,True,14.385
Villa Rixdorf,German,Friedrichshain-Kreuzberg,4.1,1943,PRICE_LEVEL_MODERATE,True,False,True,False,True,14.385
Restaurant Austria Das Original,German,Friedrichshain-Kreuzberg,4.3,1729,PRICE_LEVEL_MODERATE,True,False,True,True,False,14.385
Umami,German,Friedrichshain-Kreuzberg,4.5,5175,PRICE_LEVEL_MODERATE,True,True,True,False,False,14.385
DIE HORN,German,Friedrichshain-Kreuzberg,4.8,376,NO_PRICE_DATA,True,False,True,True,False,14.385
Zur Haxe,German,Pankow,4.6,2968,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Thüringer Stuben,German,Pankow,4.4,1049,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Schnitzelkönig,German,Pankow,4.3,2049,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Pila,German,Pankow,4.4,1250,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,False,4.111
Schust - Restaurant,German,Pankow,4.8,330,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Gugelhof,German,Pankow,4.7,475,PRICE_LEVEL_MODERATE,True,False,True,False,False,4.111
Der Eiserne Gustav,German,Pankow,4.5,2013,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Restaurant Klement's,German,Pankow,4.7,677,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
"Kiezgaststätte ""Zum Nudelholz""",German,Pankow,4.6,660,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Gaststätte Barnimquell,German,Pankow,4.6,1535,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,4.111
Kiek rin Deutsche Küche & Catering,German,Pankow,4.8,143,PRICE_LEVEL_MODERATE,True,True,True,True,False,4.111
Feldtmannsburg Inn,German,Pankow,4.5,157,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Trarbacher Klause,German,Pankow,4.6,158,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,False,4.111
friedrich,German,Pankow,4.7,688,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Restaurant Wiesenblick,German,Pankow,4.2,292,NO_PRICE_DATA,True,True,True,True,True,4.111
Pietschmanns,German,Pankow,4.4,810,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Feurichs Restaurant &Catering,German,Pankow,4.8,799,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
HD-Hüttendomizil,German,Pankow,4.2,848,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Gasthaus Rustikal,German,Pankow,4.4,1129,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
"Landhaus Pankow Erlebnisgastronomie ""Deutsche Küche""",German,Pankow,4.3,443,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Lindengarten Cafè-Restaurant,German,Pankow,4.6,318,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,False,4.111
Zum Torhaus,German,Pankow,4.5,304,PRICE_LEVEL_MODERATE,True,False,True,True,True,4.111
Restaurant Lorbeer,German,Pankow,4.5,894,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Zum Bayernmichel,German,Pankow,4.2,488,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Metzer Eck,German,Pankow,4.5,668,PRICE_LEVEL_INEXPENSIVE,True,False,True,False,True,4.111
Leibhaftig,German,Pankow,4.5,520,PRICE_LEVEL_MODERATE,True,False,True,False,False,4.111
"Gasthaus Alt Wien, Berlin",German,Pankow,4.5,1551,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Restaurant Pasternak,German,Pankow,4.8,2792,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Oderquelle,German,Pankow,4.4,857,PRICE_LEVEL_MODERATE,True,True,True,False,False,4.111
Restaurant Zum Speicher,German,Pankow,4.5,476,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Restaurant Alt-Karow,German,Pankow,5.0,1,NO_PRICE_DATA,True,False,True,False,False,4.111
India Haus,German,Pankow,4.8,688,PRICE_LEVEL_MODERATE,True,True,True,True,True,4.111
Kaffeehaus Madlen im Cafe Max Berlin,German,Pankow,4.7,638,PRICE_LEVEL_MODERATE,True,True,True,False,True,4.111
Thanh Binh,German,Pankow,4.1,785,PRICE_LEVEL_INEXPENSIVE,True,True,True,True,True,4.111
Prater Beer Garden,German,Pankow,4.3,6222,PRICE_LEVEL_MODERATE,False,False,True,True,False,4.111
Restaurant WeissenHaus,German,Pankow,4.9,136,NO_PRICE_DATA,True,False,True,False,False,4.111
Vereinsgaststätte Scheune,German,Pankow,4.3,256,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,4.111
Gartenlokal Alte Baumschule,German,Pankow,4.6,119,PRICE_LEVEL_INEXPENSIVE,True,False,True,True,True,4.111
Dittmann's,German,Pankow,4.5,737,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Trattoria Rossini,German,Pankow,4.7,1165,PRICE_LEVEL_MODERATE,True,False,True,True,False,4.111
Frau Mittenmang,German,Pankow,4.7,482,PRICE_LEVEL_EXPENSIVE,True,False,True,True,False,4.111
Schaukelpferd GmbH,German,Pankow,4.7,923,PRICE_LEVEL_MODERATE,True,False,True,False,True,4.111
Guest house Stelzeneder,German,Charlottenburg-Wilmersdorf,4.5,613,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Schildkröte,German,Charlottenburg-Wilmersdorf,4.3,2503,PRICE_LEVEL_MODERATE,True,False,True,True,False,5.303
Tiroler Stuben Berlin,German,Charlottenburg-Wilmersdorf,4.3,1377,PRICE_LEVEL_MODERATE,True,True,True,True,True,5.303
Ebert,German,Charlottenburg-Wilmersdorf,4.6,958,PRICE_LEVEL_MODERATE,True,False,True,True,True,5.303
Weiss,German,Charlottenburg-Wilmersdorf,4.6,83,PRICE_LEVEL_MODERATE,True,True,True,False,False,5.303
